9420,23735
9420,10909
9420,7342
9420,10909
9420,5751
9420,21942
9420,20445
9420,17600
10909,23735
10909,9420
10909,7342
10909,9420
10909,5751
10909,21942
10909,20445
10909,17600
17698,3019
3019,17698
13149,25073
13149,27784
13149,15447
25073,13149
25073,27784
25073,15447
25073,24062
25073,9115
25073,18290
27784,13149
27784,25073
27784,15447
15447,13149
15447,25073
15447,27784
12080,25304
12080,26442
12080,12813
25304,12080
25304,26442
25304,12813
26442,12080
26442,25304
26442,12813
12813,12080
12813,25304
12813,26442
3099,6831
3099,14715
6831,3099
6831,14715
14715,3099
14715,6831
11170,18184
11170,22086
11170,27592
18184,11170
18184,22086
18184,27592
22086,11170
22086,18184
22086,27592
27592,11170
27592,18184
27592,22086
19255,6056
19255,11558
6056,19255
12292,11594
12292,22530
11594,12292
11594,22530
22530,12292
22530,11594
17130,2656
17130,26610
17130,8825
17130,12699
2656,17130
2656,26610
2656,8825
2656,12699
26610,17130
26610,2656
26610,8825
26610,12699
8825,17130
8825,2656
8825,26610
8825,12699
12699,17130
12699,2656
12699,26610
12699,8825
361,18773
361,785
361,25698
18773,361
2382,24114
2382,24163
24114,2382
24114,24163
24163,2382
24163,24114
24163,25853
24163,7705
620,22647
22647,620
22647,5093
22647,14398
22647,3511
13286,4634
13286,6318
13286,21487
13286,11302
13286,6012
4634,13286
4634,6318
4634,21487
4634,11302
4634,6012
6318,13286
6318,4634
6318,21487
6318,11302
6318,6012
21487,13286
21487,4634
21487,6318
21487,11302
21487,6012
11302,13286
11302,4634
11302,6318
11302,21487
11302,6012
6012,13286
6012,4634
6012,6318
6012,21487
6012,11302
23912,17607
23912,21526
23912,17781
17607,23912
17607,21526
17607,17781
17607,5421
17607,21526
21526,23912
21526,17607
21526,17781
21526,5421
21526,17607
17781,23912
17781,17607
17781,21526
10135,3499
10135,20563
3499,10135
3499,20563
20563,10135
20563,3499
5463,9814
9814,5463
3052,6871
6871,3052
20935,24954
24954,20935
3784,19146
3784,3204
19146,3784
19146,3204
19146,4730
19146,15726
19146,11436
19146,23821
19146,11333
19146,2180
19146,23911
19146,2180
19146,1975
19146,17429
3204,3784
3204,19146
3204,19424
3204,7297
24044,24117
24117,24044
5558,12447
5558,1104
12447,5558
12447,1104
1104,5558
1104,12447
25564,16141
25564,9441
25564,22169
16141,25564
16141,9441
9441,25564
9441,16141
12049,60
12049,7908
60,12049
60,7908
7908,12049
7908,60
7908,20429
7908,17984
7908,17737
7908,22739
7908,12208
6009,27249
27249,6009
27249,12871
4376,28008
4376,3400
4376,20201
28008,4376
28008,3400
28008,20201
3400,4376
3400,28008
3400,20201
20201,4376
20201,28008
20201,3400
14047,8387
14047,2111
8387,14047
8387,2111
2111,14047
2111,8387
20878,25641
20878,14321
20878,28191
25641,20878
25641,14321
25641,28191
14321,20878
14321,25641
14321,28191
28191,20878
28191,25641
28191,14321
28191,19348
28191,18350
28191,27618
28191,17340
1358,28346
1358,20337
1358,10259
28346,1358
28346,20337
28346,10259
28346,11468
28346,20337
28346,12518
20337,1358
20337,28346
20337,10259
20337,11468
20337,28346
20337,12518
10259,1358
10259,28346
10259,20337
8582,24663
8582,21639
8582,17020
8582,10849
8582,25654
8582,9725
24663,8582
24663,21639
24663,17020
21639,8582
21639,24663
21639,17020
17020,8582
17020,24663
17020,21639
3567,18548
3567,20804
3567,7325
3567,10206
3567,3535
3567,20804
18548,3567
18548,20804
18548,7325
18548,10206
7325,3567
7325,18548
7325,20804
7325,10206
10206,3567
10206,18548
10206,20804
10206,7325
1971,4906
1971,11079
1971,2983
1971,17376
1971,19953
1971,25847
1971,9080
1971,18834
1971,6092
1971,15739
4906,1971
4906,11079
11079,1971
11079,4906
21722,24556
24556,21722
5651,5190
5190,5651
2202,17047
2202,19100
2202,16967
17047,2202
17047,19100
17047,16967
19100,2202
19100,17047
19100,16967
16967,2202
16967,17047
16967,19100
21263,8347
21263,6648
8347,21263
8347,6648
6648,21263
6648,8347
13533,8935
8935,13533
16803,9465
9465,16803
12324,28041
12324,24324
12324,27381
28041,12324
28041,24324
28041,27381
24324,12324
24324,28041
24324,27381
27381,12324
27381,28041
27381,24324
17133,14403
17133,1620
17133,28061
17133,18998
14403,17133
14403,1620
14403,28061
14403,18998
1620,17133
1620,14403
1620,28061
1620,18998
28061,17133
28061,14403
28061,1620
28061,18998
18998,17133
18998,14403
18998,1620
18998,28061
7981,27310
7981,20208
7981,2350
7981,6218
7981,18698
7981,9024
7981,21068
7981,20383
27310,7981
27310,20208
27310,2350
27310,6218
27310,18698
27310,9024
20208,7981
20208,27310
20208,2350
20208,6218
20208,18698
20208,9024
2350,7981
2350,27310
2350,20208
2350,6218
2350,18698
2350,9024
6218,7981
6218,27310
6218,20208
6218,2350
6218,18698
6218,9024
18698,7981
18698,27310
18698,20208
18698,2350
18698,6218
18698,9024
9024,7981
9024,27310
9024,20208
9024,2350
9024,6218
9024,18698
22747,5284
22747,22969
22747,17173
22747,5609
22747,13784
22747,18092
5284,22747
5284,22969
22969,22747
22969,5284
7044,1243
1243,7044
17776,13651
17776,6845
13651,17776
13651,6845
6845,17776
6845,13651
22638,6905
22638,11996
22638,7158
6905,22638
6905,11996
6905,7158
11996,22638
11996,6905
11996,7158
7158,22638
7158,6905
7158,11996
19157,25658
19157,2416
19157,18300
19157,20658
25658,19157
25658,2416
25658,18300
25658,20658
2416,19157
2416,25658
2416,18300
2416,20658
18300,19157
18300,25658
18300,2416
18300,20658
18300,23518
18300,26284
18300,20658
20658,19157
20658,25658
20658,2416
20658,18300
20658,23518
20658,26284
20658,18300
7106,23499
7106,965
7106,6685
7106,26597
23499,7106
23499,965
23499,6685
23499,26597
965,7106
965,23499
965,6685
965,26597
6685,7106
6685,23499
6685,965
6685,26597
26597,7106
26597,23499
26597,965
26597,6685
10653,26947
26947,10653
10407,27462
10407,23688
27462,10407
27462,23688
23688,10407
23688,27462
2087,25186
2087,21180
25186,2087
25186,21180
21180,2087
21180,25186
13585,23252
13585,12341
13585,2127
23252,13585
23252,12341
23252,2127
23252,9529
23252,20580
23252,9783
23252,15434
23252,14218
23252,12941
23252,10351
12341,13585
12341,23252
12341,2127
12341,12056
12341,27812
2127,13585
2127,23252
2127,12341
23644,3793
23644,20071
3793,23644
3793,20071
3793,13433
3793,12185
3793,13442
3793,23749
3793,13367
20071,23644
20071,3793
10243,27609
10243,25454
27609,10243
27609,25454
25454,10243
25454,27609
20449,22809
20449,18670
20449,13184
20449,21710
20449,25816
20449,9674
20449,11884
20449,19422
20449,5238
20449,2259
20449,14779
20449,27691
20449,13490
20449,12169
20449,27762
20449,25821
20449,1008
20449,9615
20449,8125
20449,9039
20449,10088
20449,18009
20449,7672
20449,1418
22809,20449
22809,18670
18670,20449
18670,22809
16089,27558
16089,11715
27558,16089
27558,11715
11715,16089
11715,27558
17405,27741
17405,19554
17405,27908
17405,10974
27741,17405
27741,19554
27741,27908
27741,10974
19554,17405
19554,27741
19554,27908
19554,10974
27908,17405
27908,27741
27908,19554
27908,10974
10974,17405
10974,27741
10974,19554
10974,27908
10974,3113
10974,17449
10974,26279
6733,5671
6733,10283
6733,7089
5671,6733
22504,7722
22504,27027
7722,22504
7722,27027
27027,22504
27027,7722
27027,6322
27301,10065
27301,12524
10065,27301
10065,12524
12524,27301
12524,10065
6089,937
937,6089
937,17412
937,25099
14999,4519
14999,17077
4519,14999
4519,17077
17077,14999
17077,4519
17077,5008
491,4040
4040,491
8300,23987
23987,8300
11257,5011
11257,9379
11257,2513
5011,11257
2109,27420
27420,2109
15327,25332
15327,27925
25332,15327
25332,27925
27925,15327
27925,25332
25528,15492
15492,25528
1164,20567
1164,16302
1164,15278
20567,1164
20567,16302
20567,15278
16302,1164
16302,20567
16302,15278
15278,1164
15278,20567
15278,16302
11224,4423
11224,61
11224,25851
4423,11224
4423,61
4423,25851
4423,2406
4423,9152
4423,26064
4423,23942
61,11224
61,4423
61,25851
25851,11224
25851,4423
25851,61
8345,17568
8345,25183
17568,8345
17568,25183
25183,8345
25183,17568
2419,22631
2419,8398
22631,2419
22631,8398
8398,2419
8398,22631
1659,2820
2820,1659
1599,10740
10740,1599
5711,9260
9260,5711
12787,25309
12787,20117
25309,12787
25309,20117
20117,12787
20117,25309
27055,20599
20599,27055
1635,1679
1635,3250
1635,5268
1679,1635
1679,3250
1679,5268
3250,1635
3250,1679
3250,5268
5268,1635
5268,1679
5268,3250
17454,6220
17454,205
17454,23516
6220,17454
6220,205
6220,23516
205,17454
205,6220
205,23516
23516,17454
23516,6220
23516,205
23516,18268
23516,5250
13555,1711
1711,13555
17849,27841
17849,26632
27841,17849
15963,14900
15963,28378
14900,15963
14900,28378
28378,15963
28378,14900
27581,17425
27581,9496
17425,27581
17425,9496
9496,27581
9496,17425
26982,9733
9733,26982
20907,26920
26920,20907
4588,13229
4588,14221
13229,4588
13229,14221
14221,4588
14221,13229
17093,27569
27569,17093
12152,22665
12152,7490
22665,12152
22665,7490
7490,12152
7490,22665
12277,21505
12277,17001
21505,12277
21505,17001
17001,12277
17001,21505
8857,3903
8857,19349
3903,8857
3903,19349
19349,8857
19349,3903
19349,19299
19349,24825
19349,25033
19349,11093
19349,15854
19349,13506
6949,27398
6949,11862
27398,6949
27398,11862
27398,27073
27398,17631
27398,11862
11862,6949
11862,27398
11862,27073
11862,17631
11862,27398
14196,4408
14196,16224
4408,14196
4408,16224
16224,14196
16224,4408
19626,9790
19626,9790
19626,27001
19626,1201
9790,19626
9790,19626
9790,27001
9790,1201
17949,10174
17949,3269
17949,24379
10174,17949
10174,3269
10174,24379
3269,17949
3269,10174
3269,24379
3269,23279
3269,16366
3269,5885
3269,8500
3269,26478
3269,28015
3269,14717
3269,527
3269,9871
24379,17949
24379,10174
24379,3269
24379,23724
24379,16285
24379,7916
24379,20043
24379,5239
24379,3380
24379,9679
25480,16585
16585,25480
22725,22115
22115,22725
21094,923
21094,23161
923,21094
923,23161
23161,21094
23161,923
23320,17787
17787,23320
17787,8882
17787,4070
7857,27799
27799,7857
7153,26683
7153,22493
7153,14779
7153,22619
26683,7153
26683,22493
26683,14779
26683,22619
26683,7301
26683,24607
26683,5442
26683,10029
26683,24584
22493,7153
22493,26683
22493,14779
22493,22619
14779,7153
14779,26683
14779,22493
14779,22619
14779,10004
14779,8871
14779,1984
14779,27691
14779,20449
14779,13490
14779,3460
14779,27550
14779,1836
14779,13659
14779,27617
14779,18126
14779,22745
14779,17985
14779,23618
14779,22750
22619,7153
22619,26683
22619,22493
22619,14779
7632,5492
7632,9564
7632,3602
5492,7632
5492,9564
5492,3602
9564,7632
9564,5492
9564,3602
3602,7632
3602,5492
3602,9564
5676,9442
5676,7221
5676,6134
9442,5676
9442,7221
9442,6134
7221,5676
7221,9442
7221,6134
6134,5676
6134,9442
6134,7221
21512,13075
21512,13630
13075,21512
13075,13630
13630,21512
13630,13075
4763,26137
4763,13606
4763,22989
26137,4763
26137,13606
26137,22989
13606,4763
13606,26137
13606,22989
13606,14655
13606,26212
13606,25336
22989,4763
22989,26137
22989,13606
958,907
907,958
27282,15187
27282,24067
15187,27282
15187,24067
24067,27282
24067,15187
24067,21405
11639,20835
11639,8494
11639,4427
20835,11639
20835,8494
20835,4427
8494,11639
8494,20835
8494,4427
4427,11639
4427,20835
4427,8494
13478,9333
9333,13478
9333,21790
10004,14779
10004,8871
10004,1984
8871,10004
8871,14779
8871,1984
8871,8666
8871,5342
1984,10004
1984,14779
1984,8871
6561,20085
20085,6561
20085,2441
20085,20757
15619,3298
15619,14093
3298,15619
3298,14093
14093,15619
14093,3298
15868,11051
11051,15868
7989,6514
6514,7989
18831,20204
18831,14839
18831,2134
20204,18831
20204,14839
20204,2134
14839,18831
14839,20204
14839,2134
2134,18831
2134,20204
2134,14839
17250,27758
17250,19000
27758,17250
27758,19000
19000,17250
19000,27758
6373,16616
16616,6373
14983,9976
14983,18227
14983,1543
14983,23273
14983,19876
14983,3897
14983,745
9976,14983
9976,18227
9976,23110
9976,23756
18227,14983
18227,9976
13378,1875
13378,21510
13378,4420
1875,13378
1875,21510
1875,4420
21510,13378
21510,1875
21510,4420
21510,914
4420,13378
4420,1875
4420,21510
10250,5137
10250,15635
10250,8360
20808,2252
20808,15844
2252,20808
2252,15844
15844,20808
15844,2252
9356,11149
9356,21022
9356,19675
9356,13874
11149,9356
11149,21022
11149,19675
11149,13874
21022,9356
21022,11149
21022,19675
21022,13874
19675,9356
19675,11149
19675,21022
19675,13874
13874,9356
13874,11149
13874,21022
13874,19675
13874,13040
13874,17558
13874,27868
13874,19858
14739,12147
14739,24140
14739,27785
14739,3769
12147,14739
12147,24140
12147,27785
12147,3769
24140,14739
24140,12147
24140,27785
24140,3769
24140,22632
24140,15756
24140,22618
24140,6529
27785,14739
27785,12147
27785,24140
27785,3769
3769,14739
3769,12147
3769,24140
3769,27785
8046,8944
8046,21218
8944,8046
8944,21218
21218,8046
21218,8944
26966,11960
26966,17900
11960,26966
11960,17900
17900,26966
17900,11960
7282,15283
7282,5388
15283,7282
15283,5388
5388,7282
5388,15283
5388,14695
5388,4150
21556,26963
21556,12870
21556,18925
26963,21556
26963,12870
26963,18925
12870,21556
12870,26963
12870,18925
18925,21556
18925,26963
18925,12870
16973,2023
16973,10770
16973,21044
2023,16973
2023,10770
2023,21044
2023,8123
2023,6692
10770,16973
10770,2023
10770,21044
21044,16973
21044,2023
21044,10770
20181,13127
20181,5748
20181,14912
13127,20181
13127,5748
13127,14912
5748,20181
5748,13127
5748,14912
14912,20181
14912,13127
14912,5748
14912,4312
22142,12060
12060,22142
490,20425
490,1703
490,22386
20425,490
20425,1703
20425,22386
1703,490
1703,20425
1703,22386
22386,490
22386,20425
22386,1703
10766,24183
10766,693
24183,10766
24183,693
24183,14103
24183,370
24183,15513
24183,2321
693,10766
693,24183
693,15388
693,20756
693,28156
10355,19327
10355,22459
19327,10355
19327,22459
22459,10355
22459,19327
8575,18143
18143,8575
9353,18524
18524,9353
20080,19326
20080,13989
20080,1642
20080,16822
20080,12469
20080,23784
20080,18179
19326,20080
19326,13989
19326,1642
19326,16822
19326,12469
19326,23784
19326,18179
13989,20080
13989,19326
13989,1642
13989,16822
13989,12469
13989,23784
13989,18179
1642,20080
1642,19326
1642,13989
1642,16822
1642,12469
1642,23784
1642,18179
1642,25806
1642,17509
16822,20080
16822,19326
16822,13989
16822,1642
16822,12469
16822,23784
16822,18179
12469,20080
12469,19326
12469,13989
12469,1642
12469,16822
12469,23784
12469,18179
23784,20080
23784,19326
23784,13989
23784,1642
23784,16822
23784,12469
23784,18179
23784,26517
23784,14152
18179,20080
18179,19326
18179,13989
18179,1642
18179,16822
18179,12469
18179,23784
11194,20124
11194,22151
22151,11194
22151,20124
13097,26188
13097,26364
13097,15610
26188,13097
26188,26364
26188,15610
26364,13097
26364,26188
26364,15610
15610,13097
15610,26188
15610,26364
15610,11352
5154,8539
5154,1135
8539,5154
8539,1135
1135,5154
1135,8539
1769,72
1769,12693
72,1769
72,12693
12693,1769
12693,72
4205,7046
4205,14661
4205,11912
7046,4205
7046,14661
7046,11912
14661,4205
14661,7046
14661,11912
11912,4205
11912,7046
11912,14661
13600,25608
13600,22567
13600,5652
13600,23947
25608,13600
25608,22567
25608,5652
25608,23947
22567,13600
22567,25608
22567,5652
22567,23947
5652,13600
5652,25608
5652,22567
5652,23947
23947,13600
23947,25608
23947,22567
23947,5652
23947,12613
23947,21530
23947,27430
23097,9579
23097,4932
23097,13514
9579,23097
9579,4932
9579,13514
4932,23097
4932,9579
4932,13514
13514,23097
13514,9579
13514,4932
14820,1382
14820,4525
14820,17717
1382,14820
1382,4525
1382,17717
4525,14820
4525,1382
4525,17717
17717,14820
17717,1382
17717,4525
3012,7915
3012,25003
7915,3012
7915,25003
25003,3012
25003,7915
15912,25995
25995,15912
25995,5816
25995,1885
25995,18234
17977,22110
22110,17977
5778,21557
21557,5778
1840,4273
4273,1840
4273,21675
4273,18216
13995,20628
13995,16428
20628,13995
20628,16428
16428,13995
16428,20628
14307,9045
14307,13494
9045,14307
9045,13494
13494,14307
13494,9045
13494,23061
13494,15767
10823,7335
10823,24982
10186,27389
27389,10186
12405,17685
17685,12405
17685,24327
17685,17682
17685,18638
8219,12863
8219,22289
12863,8219
12863,22289
22289,8219
22289,12863
2516,3746
2516,24624
2516,3027
3746,2516
3746,24624
3746,3027
24624,2516
24624,3746
24624,3027
3027,2516
3027,3746
3027,24624
3580,6644
6644,3580
10484,17482
10484,17284
17482,10484
17482,17284
17284,10484
17284,17482
14516,26663
14516,20719
14516,13291
26663,14516
26663,20719
26663,13291
20719,14516
20719,26663
20719,13291
13291,14516
13291,26663
13291,20719
20182,22935
22935,20182
9166,12104
9166,18060
9166,24737
12104,9166
12104,18060
12104,24737
18060,9166
18060,12104
18060,24737
24737,9166
24737,12104
24737,18060
19291,17291
19291,14338
19291,24009
19291,25296
19291,28155
19291,13265
17291,19291
17291,14338
17291,24009
17291,25296
14338,19291
14338,17291
14338,24009
14338,25296
24009,19291
24009,17291
24009,14338
24009,25296
25296,19291
25296,17291
25296,14338
25296,24009
5289,6356
5289,26200
5289,19836
6356,5289
6356,26200
6356,19836
26200,5289
26200,6356
26200,19836
19836,5289
19836,6356
19836,26200
4105,21561
4105,10189
4105,11298
21561,4105
21561,10189
21561,11298
10189,4105
10189,21561
10189,11298
11298,4105
11298,21561
11298,10189
15951,379
15951,24351
379,15951
379,24351
24351,15951
24351,379
18552,8613
18552,5679
18552,8487
18552,7776
18552,24831
18552,14212
18552,17705
18552,10228
8613,18552
8613,5679
8613,8487
8613,7776
8613,24831
8613,14212
5679,18552
5679,8613
5679,8487
5679,7776
5679,24831
5679,14212
8487,18552
8487,8613
8487,5679
8487,7776
8487,24831
8487,14212
7776,18552
7776,8613
7776,5679
7776,8487
7776,24831
7776,14212
24831,18552
24831,8613
24831,5679
24831,8487
24831,7776
24831,14212
14212,18552
14212,8613
14212,5679
14212,8487
14212,7776
14212,24831
12619,27753
12619,23303
12619,11538
12619,5512
12619,27370
12619,25118
12619,23303
12619,11538
12619,5512
27753,12619
27753,23303
27753,11538
27753,5512
23303,12619
23303,27753
23303,11538
23303,5512
23303,27370
23303,25118
23303,11538
23303,5512
23303,12619
11538,12619
11538,27753
11538,23303
11538,5512
11538,27370
11538,25118
11538,23303
11538,5512
11538,12619
5512,12619
5512,27753
5512,23303
5512,11538
5512,27370
5512,25118
5512,23303
5512,11538
5512,12619
7284,14706
7284,8096
14706,7284
14706,8096
14706,27547
14706,16536
14706,3532
8096,7284
8096,14706
10757,10549
10757,15421
10757,8644
10757,22363
10549,10757
10549,15421
10549,8644
10549,22363
15421,10757
15421,10549
15421,8644
15421,22363
8644,10757
8644,10549
8644,15421
8644,22363
22363,10757
22363,10549
22363,15421
22363,8644
27730,23291
27730,12559
27730,22081
27730,7459
23291,27730
23291,12559
23291,22081
23291,7459
12559,27730
12559,23291
12559,22081
12559,7459
22081,27730
22081,23291
22081,12559
22081,7459
7459,27730
7459,23291
7459,12559
7459,22081
10140,25234
10140,22658
10140,12640
10140,3193
10140,27327
10140,11096
10140,3320
10140,1880
10140,23511
10140,3376
10140,18628
10140,16332
10140,3836
10140,22642
25234,10140
25234,22658
22658,10140
22658,25234
2011,18097
2011,25627
2011,4998
18097,2011
18097,25627
18097,4998
18097,18606
18097,8809
18097,14915
25627,2011
25627,18097
25627,4998
4998,2011
4998,18097
4998,25627
18278,25006
18278,14105
18278,19521
18278,27273
18278,5221
25006,18278
25006,14105
25006,19521
25006,2115
25006,25826
25006,10828
25006,24172
25006,6295
14105,18278
14105,25006
14105,19521
19521,18278
19521,25006
19521,14105
13619,19748
13619,21532
19748,13619
19748,21532
19748,14005
19748,21139
21532,13619
21532,19748
22488,13565
13565,22488
24684,18521
24684,10226
18521,24684
18521,10226
10226,24684
10226,18521
10226,9479
10226,25731
27485,17530
17530,27485
17530,25344
17530,4469
17530,16114
17530,13675
5422,20782
20782,5422
20782,10385
12450,18496
12450,24491
18496,12450
18496,24491
18496,21067
18496,27895
18496,7628
18496,15308
24491,12450
24491,18496
24491,9425
24491,12413
24491,17489
24491,4672
24491,96
24491,3538
3268,15664
15664,3268
16566,17595
16566,4069
16566,17499
17595,16566
17595,4069
17595,17499
4069,16566
4069,17595
4069,17499
4069,9635
4069,20621
4069,403
4069,10431
17499,16566
17499,17595
17499,4069
7854,24082
7854,9322
7854,10807
24082,7854
24082,9322
24082,10807
24082,3282
24082,15148
24082,11292
24082,9322
9322,7854
9322,24082
9322,10807
9322,3282
9322,15148
9322,11292
9322,24082
10807,7854
10807,24082
10807,9322
3231,8017
8017,3231
8833,951
8833,769
951,8833
951,769
769,8833
769,951
17515,14424
14424,17515
1171,15997
15997,1171
21982,6552
6552,21982
6552,4557
6552,22162
6552,8196
10819,23993
23993,10819
24373,25963
24373,16365
25963,24373
25963,16365
16365,24373
16365,25963
12671,3337
12671,14667
3337,12671
3337,14667
14667,12671
14667,3337
1050,19816
19816,1050
27290,26164
26164,27290
17453,15889
17453,19919
17453,13466
15889,17453
15889,19919
15889,13466
19919,17453
19919,15889
19919,13466
13466,17453
13466,15889
13466,19919
27093,1371
1371,27093
4361,6538
6538,4361
7278,7771
7771,7278
18100,27441
27441,18100
19148,23003
23003,19148
3161,11243
3161,18820
11243,3161
11243,18820
18820,3161
18820,11243
26410,9585
26410,17027
26410,9349
26410,26548
26410,1606
9585,26410
9585,17027
9585,9349
9585,26548
9585,1606
17027,26410
17027,9585
17027,9349
17027,26548
17027,1606
9349,26410
9349,9585
9349,17027
9349,26548
9349,1606
26548,26410
26548,9585
26548,17027
26548,9349
26548,1606
1606,26410
1606,9585
1606,17027
1606,9349
1606,26548
2448,895
895,2448
22810,13222
22810,21762
22810,17774
22810,22565
22810,28205
13222,22810
14830,20326
14830,24456
20326,14830
20326,24456
24456,14830
24456,20326
14733,12064
14733,386
14733,16781
12064,14733
25864,28009
25864,16376
25864,22751
28009,25864
28009,16376
28009,22751
16376,25864
16376,28009
16376,22751
22751,25864
22751,28009
22751,16376
15066,401
401,15066
3494,8186
8186,3494
8186,16812
8186,25838
8186,6130
8186,18243
8186,15143
8186,7808
17239,24815
17239,15135
24815,17239
24815,15135
15135,17239
15135,24815
22314,8185
8185,22314
4241,8543
4241,19382
8543,4241
8543,19382
8543,26380
8543,25078
8543,20225
19382,4241
19382,8543
19382,22840
19382,22784
19382,23090
20946,14087
20946,23036
20946,9147
20946,10827
20946,16523
14087,20946
14087,23036
14087,9147
14087,10827
14087,16523
23036,20946
23036,14087
23036,9147
23036,10827
23036,16523
9147,20946
9147,14087
9147,23036
9147,10827
9147,16523
10827,20946
10827,14087
10827,23036
10827,9147
10827,16523
16523,20946
16523,14087
16523,23036
16523,9147
16523,10827
16523,14412
16523,20620
16523,3224
16523,18174
1852,10723
10723,1852
21891,12394
21891,27616
21891,14041
21891,21501
21891,10199
21891,19618
12394,21891
12394,27616
12394,14041
12394,21501
27616,21891
27616,12394
27616,14041
27616,21501
14041,21891
14041,12394
14041,27616
14041,21501
21501,21891
21501,12394
21501,27616
21501,14041
628,2582
628,19996
628,19475
2582,628
2582,19996
2582,19475
19996,628
19996,2582
19996,19475
19475,628
19475,2582
19475,19996
16286,6133
16286,13694
16286,6506
6133,16286
6133,13694
6133,6506
13694,16286
13694,6133
13694,6506
6506,16286
6506,6133
6506,13694
6506,25901
6506,28371
5526,7593
5526,28313
7593,5526
7593,28313
28313,5526
28313,7593
4178,17843
4178,31
4178,19866
4178,12841
4178,110
4178,14080
4178,15888
4178,19355
4178,3121
4178,19866
17843,4178
17843,31
17843,19866
17843,12841
17843,110
17843,14080
31,4178
31,17843
31,19866
31,12841
31,110
31,14080
19866,4178
19866,17843
19866,31
19866,12841
19866,110
19866,14080
19866,15888
19866,19355
19866,4178
19866,3121
19866,4335
19866,8696
19866,14537
12841,4178
12841,17843
12841,31
12841,19866
12841,110
12841,14080
110,4178
110,17843
110,31
110,19866
110,12841
110,14080
14080,4178
14080,17843
14080,31
14080,19866
14080,12841
14080,110
14080,21114
14080,15606
24138,17811
24138,6881
24138,18291
17811,24138
17811,6881
17811,18291
17811,24421
17811,11228
17811,16751
17811,8685
6881,24138
6881,17811
6881,18291
18291,24138
18291,17811
18291,6881
1995,18297
1995,7530
18297,1995
18297,7530
18297,20287
18297,4343
18297,4100
18297,9276
7530,1995
7530,18297
25977,8934
8934,25977
11465,17602
11465,16219
11465,18152
11465,26383
17602,11465
17602,16219
17602,18152
17602,26383
16219,11465
16219,17602
16219,18152
16219,26383
18152,11465
18152,17602
18152,16219
18152,26383
26383,11465
26383,17602
26383,16219
26383,18152
26383,21092
26383,6106
2555,9651
9651,2555
9651,1175
9651,759
9651,1424
9905,6931
6931,9905
6931,6557
27897,21345
27897,26771
27897,16194
27897,25342
27897,3009
21345,27897
